id	tier	category	english_cue	expression	anchor	example	sources	note
C224	response	Cause, conséquence et évaluation	cooking is experienced directly	la cuisine s'expérimente directement	la cuisine s'expérimente directement	En effet, contrairement à un livre ou à un cours, la cuisine s'expérimente directement : on goûte, on cuisine, on partage, et l'on se souvient de ce que l'on a ressenti.	Culture P15	Experiential-learning argument.
C225	response	Cause, conséquence et évaluation	a real gateway role into a country's culture	un vrai rôle de porte d'entrée	un vrai rôle de porte d'entrée	Cela montre que la cuisine joue un vrai rôle de porte d'entrée vers la culture d'un pays.	Culture P15	Gateway conclusion.
C226	response	Cause, conséquence et évaluation	makes the experience much heavier emotionally	beaucoup plus lourde émotionnellement	beaucoup plus lourde émotionnellement	De plus, certaines personnes laissent derrière elles une famille, des enfants ou des proches malades, ce qui rend l'expérience beaucoup plus lourde émotionnellement.	Culture P17	Emotional-weight collocation.
C227	response	Cause, conséquence et évaluation	you chose your words better	on choisissait mieux ses mots	on choisissait mieux ses mots	En effet, en écrivant à la main, on choisissait mieux ses mots, on construisait des phrases plus complètes et on prenait le temps d'exprimer des choses parfois difficiles à dire à l'oral.	Culture P18	Writing-quality argument.
C228	response	Cause, conséquence et évaluation	a real value of memory, because it left a trace	une vraie valeur de mémoire	une vraie valeur de mémoire	Enfin, je pense que le courrier traditionnel avait une vraie valeur de mémoire, parce qu'il laissait une trace que l'on pouvait garder.	Culture P18	Keepsake argument.
C229	response	Cause, conséquence et évaluation	an impoverishment of personal writing	un certain appauvrissement de l'écriture personnelle	un certain appauvrissement de l'écriture personnelle	Cela montre que la disparition du courrier traditionnel s'accompagne aussi d'un certain appauvrissement de l'écriture personnelle.	Culture P18	Language-decline evaluation.
C230	response	Cause, conséquence et évaluation	no translation truly renders	qu'aucune traduction ne rend vraiment	qu'aucune traduction ne rend vraiment	De plus, beaucoup de choses importantes dans une culture passent par des expressions, des proverbes ou des références qu'aucune traduction ne rend vraiment.	Culture P19	Untranslatability argument.
C231	response	Cause, conséquence et évaluation	grasp the innuendo	saisir les sous-entendus	saisir les sous-entendus	En effet, c'est par la langue que l'on peut avoir de vraies conversations, comprendre les blagues, saisir les sous-entendus et sentir les manières de penser.	Culture P19	Cultural-fluency collocation.
C232	response	Cause, conséquence et évaluation	a quality of thought other media struggle to reproduce	une qualité de pensée	une qualité de pensée	Cela montre que la lecture développe une qualité de pensée que les autres supports ont du mal à reproduire.	Culture P20	Cognitive-benefit claim.
C233	response	Cause, conséquence et évaluation	face the unexpected	faire face aux imprévus	faire face aux imprévus	En effet, quand on voyage seul, on doit tout gérer : réserver, s'orienter, choisir, faire face aux imprévus et résoudre les problèmes sans aide.	Culture P21	Self-reliance verbs.
C234	response	Cause, conséquence et évaluation	forced to go toward others	d'aller vers les autres	d'aller vers les autres	En effet, quand on est seul, on est obligé d'aller vers les autres pour demander une information, pour parler ou pour partager un repas, et les habitants comme les autres voyageurs viennent aussi plus facilement vers une personne seule.	Culture P21	Sociability mechanism.
C235	response	Cause, conséquence et évaluation	solo travel is not synonymous with loneliness	n'est pas synonyme de solitude	n'est pas synonyme de solitude	Cela montre que le voyage en solitaire n'est pas synonyme de solitude, mais souvent au contraire une porte ouverte vers les autres.	Culture P21	Counter-intuitive claim.
C236	response	Cause, conséquence et évaluation	are not learned from a textbook	ne s'apprennent pas dans un manuel	ne s'apprennent pas dans un manuel	De plus, beaucoup de codes culturels ne s'apprennent pas dans un manuel : ils se devinent à travers les conversations, les remarques et les habitudes au travail.	Culture P24; Culture P30	Tacit-knowledge point.
C237	response	Cause, conséquence et évaluation	part of its outer forms	une partie de ses formes extérieures	une partie de ses formes extérieures	Ce n'est donc pas tant la culture qui s'efface qu'une partie de ses formes extérieures.	Culture P27	Reframing what is lost.
C238	response	Cause, conséquence et évaluation	known mainly for their looks	connues surtout pour leur apparence	connues surtout pour leur apparence	En effet, ces programmes mettent souvent en avant des personnes connues surtout pour leur apparence, leur argent ou leur capacité à provoquer du buzz, et non pour leur travail ou leurs idées.	Culture P31	Fame-without-merit point.
C239	response	Cause, conséquence et évaluation	designed to be replaced quickly	conçus pour être remplacés rapidement	conçus pour être remplacés rapidement	De plus, beaucoup de produits sont conçus pour être remplacés rapidement, qu'il s'agisse de vêtements, de téléphones ou d'appareils électroniques.	Culture P34	Planned-obsolescence collocation.
C240	response	Cause, conséquence et évaluation	to never wait anymore	à ne plus jamais attendre	à ne plus jamais attendre	De plus, les services de livraison, de musique ou de vidéo en continu ont habitué les gens à ne plus jamais attendre.	Culture P34	Instant-gratification collocation.
C241	response	Cause, conséquence et évaluation	very concrete and largely underestimated	très concrète et largement sous-estimée	très concrète et largement sous-estimée	Cela montre que la contribution économique des immigrés est très concrète et largement sous-estimée.	Culture P35	Underestimation claim.
C242	response	Cause, conséquence et évaluation	pushes inhabitants to open up	pousse les habitants à s'ouvrir	pousse les habitants à s'ouvrir	De plus, ce mélange culturel pousse les habitants à s'ouvrir, à découvrir et à sortir d'une vision trop fermée d'eux-mêmes.	Culture P35	Openness-effect collocation.
C244	response	Cause, conséquence et évaluation	with the benefit of hindsight	avec le recul du temps	avec le recul du temps	À l'inverse, quand on est plus jeune, on a tendance à dramatiser certaines situations qui paraîtront plus simples avec le recul du temps.	Famille P3	Idiomatic time-perspective.
C245	response	Cause, conséquence et évaluation	a lie, even well-meant	le mensonge, même bien intentionné	le mensonge, même bien intentionné	Cela montre que le mensonge, même bien intentionné, peut faire plus de mal que la vérité elle-même.	Famille P4	Concessive evaluation.
C246	response	Cause, conséquence et évaluation	told tactfully	dire avec tact	dire la vérité, avec tact	Enfin, je pense que dire la vérité, avec tact, aide l'enfant à grandir et à affronter la réalité.	Famille P4	Qualifies honesty; softens.
C247	response	Cause, conséquence et évaluation	is built on honesty	reposer sur l'honnêteté	repose sur l'honnêteté	Je pense d'abord qu'il faut dire la vérité aux enfants, parce que la confiance entre eux et leurs parents repose sur l'honnêteté.	Famille P4	Trust-foundation frame; identical body P4≡P17.
C248	response	Cause, conséquence et évaluation	see one's loved ones daily	voir ses proches au quotidien	voir ses proches au quotidien	En effet, ne plus voir ses proches au quotidien et ne plus partager les petits moments de la vie ordinaire — un repas, une discussion du soir, un coup de main spontané — finit par créer un vrai manque.	Famille P5	Distance-from-family vocab.
C249	response	Cause, conséquence et évaluation	is felt very strongly	se faire sentir très fort	se fait sentir très fort	En effet, dans les moments difficiles comme une maladie, une rupture, une perte d'emploi ou un deuil, l'absence de la famille à proximité se fait sentir très fort.	Famille P5	Emotional-intensity frame.
C250	response	Cause, conséquence et évaluation	as soon as the reward disappears	dès que la récompense disparaît	dès que la récompense disparaît	Par exemple, on observe que beaucoup d'enfants payés pour leurs notes finissent par négocier le prix d'une bonne note ou par se démotiver dès que la récompense disparaît.	Famille P6	Extrinsic-motivation limit.
C251	response	Famille et relations	turn into a family conflict	se transformer en conflit familial	se transformer en conflit familial	En effet, un désaccord au travail peut vite se transformer en conflit familial qui dépasse le bureau.	Famille P7	Spillover risk.
C252	shared	Cause, conséquence et évaluation	set clear boundaries	fixer des limites claires	fixer des limites claires	Enfin, je pense que la vraie condition de réussite est de fixer des limites claires entre les rôles et les responsabilités.	Famille P7; Santé P2	Governance vocab.
C253	response	Cause, conséquence et évaluation	manage everything alone	tout gérer seul	tout gérer seul	À l'opposé, devoir tout gérer seul, sans personne sur qui compter, alourdit énormément le quotidien.	Famille P9	Burden-of-isolation vocab.
C254	response	Cause, conséquence et évaluation	make daily life much heavier	alourdir énormément le quotidien	alourdit énormément le quotidien	À l'opposé, devoir tout gérer seul, sans personne sur qui compter, alourdit énormément le quotidien.	Famille P9	Consequence verb.
C255	response	Cause, conséquence et évaluation	stay in the same circle	rester dans le même cercle	rester dans le même cercle	En revanche, sans amis, on a tendance à rester dans le même cercle, le même schéma, sans rien découvrir de nouveau.	Famille P9	Contrast with openness.
C256	response	Cause, conséquence et évaluation	imposed by birth	imposés par la naissance	imposés par la naissance	En effet, les liens familiaux sont en général imposés par la naissance, alors que l'amitié repose sur un choix personnel et sur des affinités.	Famille P10	Family-vs-friendship core contrast.
C257	response	Cause, conséquence et évaluation	an impoverished social life	une vie sociale appauvrie	une vie sociale appauvrie	À l'opposé, considérer la famille comme un substitut total à l'amitié peut conduire à une vie sociale appauvrie et à des relations familiales surchargées de demandes.	Famille P10	Negative-outcome vocab.
C258	response	Famille et relations	a genuine, trusted friend	un véritable ami de confiance	un véritable ami de confiance	Par exemple, certains adultes considèrent leur frère ou leur sœur comme un véritable ami de confiance, alors que d'autres ont plus de proximité avec un ami d'enfance qu'avec leur propre famille.	Famille P10	Relationship vocab.
C259	response	Cause, conséquence et évaluation	freely choose one's schedule	choisir librement ses horaires	choisir librement ses horaires	En effet, vivre seul permet d'organiser son temps comme on le souhaite, de décider de l'aménagement de son logement, de choisir librement ses horaires de repas ou de sommeil.	Famille P11	Autonomy vocab.
C260	response	Cause, conséquence et évaluation	fewer petty arguments	moins de petites disputes	moins de petites disputes	Il y a aussi moins de bruit, moins de petites disputes et plus de calme au quotidien.	Famille P11	Daily-life vocab.
C261	response	Cause, conséquence et évaluation	is no guarantee of	n'est pas une garantie de	n'est pas une garantie	Cela permet de comprendre que la dureté n'est pas une garantie d'éducation réussie.	Famille P12	Reusable qualifier.
C262	response	Cause, conséquence et évaluation	an indispensable everyday tool	un outil indispensable au quotidien	un outil indispensable au quotidien	Cela permet de comprendre que cette langue n'est pas un simple complément, mais un outil indispensable au quotidien.	Famille P13	Value-of-language frame.
C263	response	Cause, conséquence et évaluation	each language must have its place	chaque langue doit avoir sa place	chaque langue doit avoir sa place	En effet, pour que les enfants puissent grandir bilingues, chaque langue doit avoir sa place : par exemple, la langue maternelle à la maison, et la langue du pays à l'école et avec les amis.	Famille P13	Balance frame for assigning a role to each language.
C264	response	Famille et relations	pay off student loans	rembourser des prêts étudiants	rembourser des prêts étudiants	Rester chez ses parents permet d'économiser, de rembourser des prêts étudiants, de mettre de l'argent de côté pour un projet ou simplement de se stabiliser professionnellement.	Famille P16	Financial vocab.
C265	response	Famille et relations	help one's ageing parents	aider ses parents qui vieillissent	aider ses parents qui vieillissent	En effet, un adulte qui vit chez ses parents peut contribuer aux dépenses, prendre en charge une partie des tâches et aider ses parents qui vieillissent, pour les démarches, le transport ou les gros travaux.	Famille P16	Caregiving vocab.
C266	response	Cause, conséquence et évaluation	rather than mere lodging	plutôt qu'un simple hébergement	plutôt qu'un simple hébergement	Chacun y gagne alors quelque chose, et la cohabitation devient un véritable échange plutôt qu'un simple hébergement.	Famille P16	Reciprocity frame.
C267	response	Cause, conséquence et évaluation	stay glued to their screen	rester collé à son écran	restent collés à leur écran	En effet, à la récréation ou entre les cours, beaucoup d'élèves restent collés à leur écran au lieu de parler avec les autres.	Education P3	Idiomatic screen-overuse image.
C268	response	Cause, conséquence et évaluation	a place of human encounter	un lieu de rencontre humaine	un lieu de rencontre humaine	Cela montre que l'école doit rester un lieu de rencontre humaine, pas seulement de présence physique.	Education P3	Elevated evaluation of school's role.
C269	response	Cause, conséquence et évaluation	does not only teach subjects	n'apprend pas seulement des matières	n'apprend pas seulement des matières	Cela montre que l'école n'apprend pas seulement des matières : elle apprend aussi à vivre avec les autres.	Education P4	Reframes school's mission.
C270	response	Éducation et apprentissage	the child falls behind	l'enfant prenne du retard	l'enfant prenne du retard	Sans cela, le risque est que l'enfant prenne du retard, perde la régularité du travail et se sente isolé.	Education P4	prendre du retard; subjunctive after risque que.
C271	shared	Cause, conséquence et évaluation	many doors remain closed	beaucoup de portes restent fermées	beaucoup de portes restent fermées	Sans un bon niveau, beaucoup de portes restent fermées, surtout pour l'emploi qualifié.	Education P5; Economie P1	Idiomatic opportunity phrase.
C272	response	Cause, conséquence et évaluation	well before traditional media	bien avant les médias traditionnels	bien avant les médias traditionnels	Cela permet à des millions de personnes de comprendre la situation et de réagir, parfois bien avant les médias traditionnels.	Education P6	Contrasts new vs old media speed.
C273	response	Cause, conséquence et évaluation	draw on one's professional experience	s'appuyer sur son expérience professionnelle	s'appuyer sur son expérience professionnelle	Par exemple, un adulte qui reprend une formation peut s'appuyer sur son expérience professionnelle pour mieux comprendre les cours et faire des liens avec la pratique.	Education P7	Adult-learner asset.
C274	response	Cause, conséquence et évaluation	regain self-confidence	reprendre confiance en soi	reprendre confiance en soi	Cela aide aussi à se sentir utile et à reprendre confiance en soi, surtout après un changement de vie.	Education P7	High-frequency personal-growth phrase.
C275	response	Cause, conséquence et évaluation	master precise concepts	maîtriser des notions précises	maîtriser des notions précises	En effet, dans beaucoup de métiers, il faut maîtriser des notions précises, qu'il s'agisse de droit, de sciences, de gestion ou de techniques particulières.	Education P12	Job-competence collocation.
C276	response	Cause, conséquence et évaluation	leave a lasting imprint on how one works	laisser une empreinte durable	laissent une empreinte durable	Cela montre que les études laissent une empreinte durable sur la manière de travailler.	Education P12	Long-term-effect collocation.
C277	response	Cause, conséquence et évaluation	the active use of the language	l'usage actif de la langue	l'usage actif de la langue	Cela permet de comprendre que la vraie difficulté est souvent dans l'usage actif de la langue.	Education P13	Distinguishes passive from active skill.
C278	response	Cause, conséquence et évaluation	not only intellectual but also psychological	n'est pas seulement intellectuelle, elle est aussi psychologique	n'est pas seulement intellectuelle, elle est aussi psychologique	Cela montre que la difficulté n'est pas seulement intellectuelle, elle est aussi psychologique.	Education P13	Not only X but also Y frame.
C279	response	Cause, conséquence et évaluation	the major stages that shaped a country	les grandes étapes qui ont marqué un pays	les grandes étapes qui ont marqué un pays	En effet, à travers la littérature, les essais ou les livres d'histoire, on peut comprendre les grandes étapes qui ont marqué un pays et la manière dont sa société s'est construite.	Education P14	History/culture collocation.
C280	response	Cause, conséquence et évaluation	the phone is only a tool	le téléphone n'est qu'un outil	le téléphone n'est qu'un outil	En effet, le téléphone n'est qu'un outil : tout dépend ensuite des sources que l'on choisit et de la manière dont on vérifie les informations.	Education P15	Tool-vs-use argument.
C281	response	Cause, conséquence et évaluation	believe the first piece of information they see	croire la première information qu'elles voient	croire la première information qu'elles voient	De plus, sans esprit critique, beaucoup de personnes finissent par croire la première information qu'elles voient sur leur écran.	Education P15	Critical-thinking gap.
C282	response	Éducation et apprentissage	rewarded with a better salary	valorisé par un meilleur salaire	valorisé par un meilleur salaire	En effet, beaucoup de personnes acceptent de longues études, des formations exigeantes ou des charges de responsabilité importantes parce qu'elles savent que cela peut être valorisé par un meilleur salaire.	Education P16	Incentive vocabulary.
C283	response	Cause, conséquence et évaluation	rare and sought-after skills	des compétences rares et très recherchées	rares et très recherchées	En effet, certaines compétences sont rares et très recherchées : si l'entreprise ne les paie pas à leur juste valeur, elle ne pourra ni les recruter ni les garder.	Education P16	Labour-market vocabulary.
C284	response	Cause, conséquence et évaluation	lose all trust in public discourse	perdre toute confiance dans la parole publique	perdre toute confiance dans la parole publique	En effet, une société qui accepte les insultes, les mensonges ou les appels à la violence finit par perdre toute confiance dans la parole publique.	Education P17	Social-cohesion consequence.
C285	response	Cause, conséquence et évaluation	shaping free minds	former des esprits libres	former des esprits libres	Cela permet de comprendre que former des esprits libres fait partie des missions essentielles de l'école.	Education P18	Critical-thinking mission phrase.
C286	response	Cause, conséquence et évaluation	enrich one's vocabulary	enrichir son vocabulaire	à enrichir leur vocabulaire	En effet, il existe de nombreuses émissions éducatives qui aident les enfants à enrichir leur vocabulaire, à découvrir les sciences ou à apprendre une langue étrangère.	Education P19	Learning-benefit collocation.
C287	response	Cause, conséquence et évaluation	a genuine teaching tool	un outil pédagogique réel	un outil pédagogique réel	Cela montre que la télévision peut être un outil pédagogique réel, à condition de bien choisir les programmes.	Education P19	Education-value phrase.
C288	response	Cause, conséquence et évaluation	gain access to real prospects	accéder à de vraies perspectives	accéder à de vraies perspectives	En revanche, une université ouverte permet à des jeunes issus de milieux modestes d'accéder à de vraies perspectives.	Education P20	Opportunity vocabulary.
C289	response	Cause, conséquence et évaluation	this habit of effort	cette habitude de l'effort	Cette habitude de l'effort	Cette habitude de l'effort sert ensuite dans tous les domaines de la vie.	Education P21	Transferable-attitude phrase.
C290	response	Cause, conséquence et évaluation	open doors informally	ouvrent aussi des portes de façon informelle	ouvrent aussi des portes de façon informelle	Cela montre que de bonnes notes ouvrent aussi des portes de façon informelle, par la reconnaissance qu'elles suscitent.	Education P21	Informal-advantage phrase.
C291	response	Cause, conséquence et évaluation	is also its main trap	est aussi son principal piège	est aussi son principal piège	Cela permet de comprendre que la liberté offerte par Internet est aussi son principal piège pour ceux qui veulent apprendre seuls.	Education P22	The strength is also the trap frame.
C292	response	Cause, conséquence et évaluation	false certainties, sometimes dangerous ones	de fausses certitudes, parfois dangereuses	de fausses certitudes, parfois dangereuses	À l'inverse, croire qu'on peut tout apprendre seul peut conduire à de fausses certitudes, parfois dangereuses.	Education P22	Warns against overconfidence.
C293	response	Cause, conséquence et évaluation	discover their classmates in a different setting	découvrent leurs camarades dans un autre cadre	découvrent leurs camarades dans un autre cadre	En effet, sortir de l'école ensemble change la dynamique du groupe : les enfants découvrent leurs camarades dans un autre cadre, partagent des découvertes et apprennent à respecter les règles d'un lieu public.	Education P23	Group-dynamics phrase.
C294	response	Cause, conséquence et évaluation	a fine-grained knowledge of needs on the ground	la connaissance fine des besoins de terrain	la connaissance fine des besoins de terrain	En effet, l'État apporte la régularité, les moyens et le cadre légal, tandis que les citoyens apportent la souplesse, la chaleur humaine et la connaissance fine des besoins de terrain.	Santé P4	Sophisticated field/NGO vocabulary.
C295	response	Santé	red or heavily processed meat	de viande rouge ou très transformée	de viande rouge ou très transformée	À l'opposé, une consommation excessive, surtout de viande rouge ou très transformée, peut effectivement poser des problèmes de santé.	Santé P6	Precise dietary-risk vocabulary.
C296	response	Cause, conséquence et évaluation	not only financial but also geographic	pas seulement financière, mais aussi géographique	pas seulement financière, mais aussi géographique	Cela permet de comprendre que l'inégalité d'accès au bio n'est pas seulement financière, mais aussi géographique.	Santé P7	Two-dimension reframe of a problem.
C297	response	Cause, conséquence et évaluation	flexibility is often more effective than compulsion	la souplesse est souvent plus efficace que l'obligation	la souplesse est souvent plus efficace que l'obligation	Cela montre que la souplesse est souvent plus efficace que l'obligation.	Santé P8	Strong evaluative comparison.
C298	response	Cause, conséquence et évaluation	presented as the miracle solution	présentée comme la solution miracle	présentée comme la solution miracle	Cela montre que la chirurgie esthétique, présentée comme la solution miracle, peut au contraire alimenter une insatisfaction sans fin.	Santé P9	Idiom la solution miracle; also une insatisfaction sans fin.
C299	response	Cause, conséquence et évaluation	preventable deaths	des décès évitables	décès évitables	En effet, ces deux produits sont à l'origine de nombreuses maladies, d'accidents, de cancers et de décès évitables chaque année.	Santé P10	Strong public-health noun phrase.
C300	response	Santé	awareness campaigns	des campagnes de sensibilisation	des campagnes de sensibilisation	Investir dans la prévention dès l'école, financer des campagnes de sensibilisation et faciliter l'accès à un accompagnement médical agit en profondeur sur les comportements.	Santé P10	Public-health-action vocabulary.
C301	response	Cause, conséquence et évaluation	public services are receding	les services publics reculent	les services publics reculent	En effet, beaucoup de villages se vident, les commerces ferment, les services publics reculent et les jeunes partent vers les villes.	Santé P14	Rural-decline collocation; also les villages se vident.
C302	response	Cause, conséquence et évaluation	as autonomy declines	quand l'autonomie diminue	quand l'autonomie diminue	Cela montre que la ville facilite concrètement la vie quotidienne, surtout quand l'autonomie diminue.	Santé P14	Ageing-health frame.
C303	response	Cause, conséquence et évaluation	push back the legal retirement age	repousser l'âge légal	repousser l'âge légal	Cela montre qu'il existe des solutions plus équilibrées que de simplement repousser l'âge légal.	Santé P15	Key pension-reform phrase.
C304	response	Cause, conséquence et évaluation	healthy products at a reasonable price	des produits sains à prix raisonnable	des produits sains à prix raisonnable	Cela passe par l'éducation, l'information et l'accès à des produits sains à prix raisonnable.	Santé P16	Food-policy collocation.
C305	response	Cause, conséquence et évaluation	designed to be addictive	conçus pour rendre accro	conçus pour rendre accro	D'autres, au contraire, sont très violents, conçus pour rendre accro, ou pas du tout adaptés à l'âge.	Santé P19	Digital-design critique; also adapté à l'âge.
C306	response	Cause, conséquence et évaluation	afford housing, food, healthcare and transport	se loger, se nourrir, se soigner, se déplacer	se loger, se nourrir, se soigner, se déplacer	En effet, l'argent est nécessaire pour se loger, se nourrir, se soigner, se déplacer et habiller ses enfants.	Santé P20	Reflexive-verb needs bundle.
C307	response	Cause, conséquence et évaluation	the stress of tight ends of the month	le stress lié aux fins de mois difficiles	stress lié aux fins de mois difficiles	Cela enlève beaucoup de stress lié aux fins de mois difficiles.	Santé P22	Idiom fins de mois difficiles; also une dépense imprévue.
C308	response	Cause, conséquence et évaluation	a matter of overall balance	une question d'équilibre global	une question d'équilibre global	Cela permet de comprendre que le bonheur est une question d'équilibre global.	Santé P22	Reusable evaluative closing frame.
C309	response	Cause, conséquence et évaluation	hardships gone through together	des épreuves traversées ensemble	des épreuves traversées ensemble	En effet, une vraie amitié demande du temps, de la confiance, des moments partagés et souvent des épreuves traversées ensemble.	Technologie P1	Strong bonding collocation.
C310	response	Technologie et médias	consume a medium out of habit	consommer un média par habitude	consommer un média par habitude	En revanche, consommer un média par habitude, sans se demander s'il nous convient, n'est pas une démarche très utile.	Technologie P3	Behaviour-critique collocation.
C311	response	Cause, conséquence et évaluation	time-consuming programmes	des programmes chronophages	ou simplement chronophages	En effet, certaines personnes trouvent les programmes peu intéressants, trop centrés sur le spectaculaire, ou simplement chronophages.	Technologie P3	Register-rich adjective.
C312	response	Cause, conséquence et évaluation	the diversity of viewpoints	la diversité des points de vue	la diversité des points de vue	En effet, ce qui fait la qualité de l'information, c'est moins le support que le sérieux des journalistes, la diversité des points de vue et l'esprit critique du lecteur.	Technologie P3	Media-quality vocabulary.
C313	response	Cause, conséquence et évaluation	loneliness can then set in	le sentiment de solitude peut alors s'installer	Le sentiment de solitude peut alors s'installer	Le sentiment de solitude peut alors s'installer, même au milieu de centaines de notifications.	Technologie P4	s'installer = to take hold.
C314	response	Cause, conséquence et évaluation	blame the Internet for every problem	accuser Internet de tous les problèmes de […]	accuser Internet de tous les problèmes de solitude	Au contraire, accuser Internet de tous les problèmes de solitude revient à oublier les autres causes : rythme de vie, stress, manque de temps, etc.	Technologie P4	Reusable over-attribution frame.
C315	response	Cause, conséquence et évaluation	a feeling of powerlessness	un sentiment d'impuissance	un sentiment d'impuissance	Pour certaines personnes, en particulier les plus sensibles, ce flux d'images négatives crée du stress, de l'anxiété ou un sentiment d'impuissance.	Technologie P5	Emotional-effect noun phrase.
C316	response	Cause, conséquence et évaluation	understand the world we live in	comprendre le monde dans lequel on vit	comprendre le monde dans lequel on vit	À l'inverse, ignorer totalement l'actualité n'est pas non plus une bonne idée, parce qu'on a besoin de comprendre le monde dans lequel on vit.	Technologie P5	Civic-awareness collocation.
C317	response	Cause, conséquence et évaluation	a considered and entirely legitimate approach	une démarche réfléchie et tout à fait légitime	une démarche réfléchie et tout à fait légitime	Cela montre que ce choix peut être une démarche réfléchie et tout à fait légitime.	Technologie P5	Validates a personal choice.
C318	response	Cause, conséquence et évaluation	quickly summarise sometimes very complex topics	résumer rapidement des sujets parfois très complexes	résumer rapidement des sujets parfois très complexes	En effet, le format est court, ce qui oblige à résumer rapidement des sujets parfois très complexes.	Technologie P6	Format-limit collocation.
C319	response	Cause, conséquence et évaluation	information spreads there almost instantly	l'information y circule presque instantanément	l'information y circule presque instantanément	En effet, en cas d'événement important, l'information y circule presque instantanément, souvent plus vite que dans les médias traditionnels.	Technologie P10	Speed-of-diffusion collocation.
C320	response	Cause, conséquence et évaluation	support a common cause	soutenir une cause commune	soutenir une cause commune	Ces plateformes permettent aussi de lancer des appels à l'aide, de retrouver des personnes ou de soutenir une cause commune.	Technologie P10	Collective-action collocation.
C321	response	Technologie et médias	get a project or association known	faire connaître un projet, une association ou une entreprise	faire connaître un projet, une association ou une entreprise	En effet, ils permettent de garder le contact avec des proches éloignés, de suivre l'actualité, de découvrir de nouveaux contenus et même de faire connaître un projet, une association ou une entreprise.	Technologie P10	Promotion collocation.
C322	response	Cause, conséquence et évaluation	when a format becomes unreadable	quand un format devient illisible	qu'un format devient illisible	Les messages numériques, eux, peuvent disparaître quand une messagerie ferme, qu'un téléphone est perdu ou qu'un format devient illisible.	Technologie P12	Digital-fragility collocation.
C323	response	Cause, conséquence et évaluation	reach someone in an emergency	joindre quelqu'un en urgence	joindre quelqu'un en urgence	En revanche, avant le téléphone portable, joindre quelqu'un en urgence pouvait être très difficile, voire impossible pendant des heures.	Technologie P13	Reachability collocation.
C324	response	Cause, conséquence et évaluation	constant solicitations	les sollicitations permanentes	les sollicitations permanentes	Plus l'enfant est jeune, moins il est capable de gérer les contenus, le temps d'écran et les sollicitations permanentes.	Technologie P16	Digital-pressure noun phrase.
C325	response	Cause, conséquence et évaluation	exposure to unsuitable content	une exposition à des contenus inadaptés	une exposition à des contenus inadaptés	Ensuite, je pense qu'un accès trop libre peut créer de la distraction, de la dépendance et une exposition à des contenus inadaptés.	Technologie P16	Online-risk collocation.
C326	response	Cause, conséquence et évaluation	introduced gradually according to age and maturity	introduit progressivement selon l'âge et la maturité	introduit progressivement selon l'âge et la maturité	Je pense d'abord que chez les enfants, le téléphone portable doit être introduit progressivement selon l'âge et la maturité.	Technologie P16	Graduated-access collocation.
C327	response	Cause, conséquence et évaluation	serve the greatest number	servir le plus grand nombre	servir le plus grand nombre	Au contraire, une dépense publique a normalement vocation à servir le plus grand nombre, ce qui n'est pas le cas ici.	Technologie P17	Public-interest criterion.
C328	response	Cause, conséquence et évaluation	save time and compare prices	gagner du temps et comparer les prix	gagner du temps et comparer les prix	Tout d'abord, les achats en ligne sont très pratiques pour gagner du temps et comparer les prix.	Technologie P18	E-commerce benefit pair.
C329	response	Cause, conséquence et évaluation	plan and solve problems	planifier et résoudre des problèmes	de planifier, de résoudre des problèmes	En effet, il existe des jeux de réflexion, de stratégie, de construction ou d'aventure qui demandent à l'enfant de planifier, de résoudre des problèmes, de coopérer avec d'autres joueurs ou de mémoriser des informations.	Technologie P19	Cognitive-skills collocation.
C330	response	Cause, conséquence et évaluation	remain one activity among others	rester une activité parmi d'autres	s'ils restent une activité parmi d'autres	Enfin, je pense que les jeux vidéo peuvent être utiles s'ils restent une activité parmi d'autres et ne remplacent pas le sommeil, le sport ou les relations sociales.	Technologie P19	Balance-of-activities frame.
C331	response	Cause, conséquence et évaluation	public-hire bikes	des vélos en libre-service	des vélos en libre-service	En effet, dans la plupart des grandes villes, on trouve des bus, des tramways, des métros, des vélos en libre-service et des trajets courts qui peuvent se faire à pied.	Technologie P20; Environnement P5	Urban-mobility vocabulary.
C332	response	Cause, conséquence et évaluation	this diversity in a single tool	cette diversité dans un seul outil	cette diversité dans un seul outil	Aucun autre média ne propose cette diversité dans un seul outil.	Technologie P21	One-tool argument.
C333	response	Cause, conséquence et évaluation	information is found much faster	l'information se trouve beaucoup plus vite	L'information se trouve aussi beaucoup plus vite	L'information se trouve aussi beaucoup plus vite, sans avoir besoin d'aller en bibliothèque ou de demander à un spécialiste.	Technologie P22	Speed-of-access collocation.
C334	response	Cause, conséquence et évaluation	compare the angles/perspectives	comparer les angles	comparer les angles	Cela m'aide à comparer les angles, mais il faut que je puisse vérifier l'origine des informations pour me faire une opinion équilibrée.	Technologie P24	Critical-reading collocation.
C335	response	Cause, conséquence et évaluation	broadcast programmes at set times	diffuser des programmes à des heures précises	diffusent des programmes à des heures précises	En revanche, la télévision et la radio diffusent des programmes à des heures précises, ce qui n'est pas toujours pratique selon mon emploi du temps.	Technologie P24	Scheduling-constraint collocation.
C336	response	Cause, conséquence et évaluation	could not survive alone in the wild	survivre seuls dans la nature	survivre seuls dans la nature	En effet, beaucoup d'animaux nés en captivité ou recueillis blessés ne pourraient pas survivre seuls dans la nature : ils n'ont jamais appris à chasser ni à se protéger.	Environnement P4; Environnement P2	Conditional ne pourraient pas.
